"","X","LOCATION","SHELTER_ID","the_geom","AT_BETWEEN","LONGITUDE","LATITUDE","zipcode"
"1",1491,"WATER ST","MN0003","POINT (-74.011064 40.702911)","BROAD ST",-74.011064,40.702911,10004
"2",1492,"WATER ST","MN0004","POINT (-74.007033 40.705301)","WALL ST",-74.007033,40.705301,10005
"3",1493,"PEARL ST","MN0007","POINT (-74.002906 40.708661)","PECK SLIP ST",-74.002906,40.708661,10038
"4",1494,"PEARL ST","MN0008","POINT (-74.002084 40.709025)","PECK SLIP ST",-74.002084,40.709025,10038
"5",1495,"PEARL ST","MN0009","POINT (-74.002178 40.70922900000001)","FRANKFORT ST",-74.002178,40.709229,10038
"6",1496,"FRANKFORT ST","MN0010","POINT (-74.001878 40.709547)","PEARL ST",-74.001878,40.709547,10038
"7",1497,"PEARL ST","MN0011","POINT (-74.00077 40.710473)","ROBERT F WAGNER Pl",-74.00077,40.710473,10038
"8",1498,"MADISON ST","MN0013","POINT (-73.999406 40.711889)","ST JAMES ST",-73.999406,40.711889,10038
"9",1499,"PARK ROW","MN0017","POINT (-74.006176 40.711813)","SPRUCE ST",-74.006176,40.711813,10038
"10",1500,"PARK ROW","MN0018","POINT (-74.00667 40.71169600000001)","BEEKMAN ST",-74.00667,40.711696,10038
"11",1501,"W BROADWAY","MN0019","POINT (-74.008651 40.716405)","DUANE ST",-74.008651,40.716405,10013
"12",1502,"VARICK ST","MN0023","POINT (-74.005717 40.726882)","CHARLTON ST",-74.005717,40.726882,10013
"13",1503,"6 AV","MN0024","POINT (-74.002559 40.728643)","W HOUSTON ST",-74.002559,40.728643,10014
"14",1504,"HOUSTON ST BETWEEN MERCER ST & GREENE ST","MN0025","POINT (-73.99783 40.72608000000001)","BETWEEN MERCER ST & GREENE ST",-73.99783,40.72608,10012
"15",1505,"W HOUSTON ST","MN0026","POINT (-73.999644 40.726979)","LA GUARDIA PL",-73.999644,40.726979,10012
"16",1506,"BOWERY","MN0027","POINT (-73.996399 40.715986)","CANAL ST",-73.996399,40.715986,10013
"17",1507,"GRAND ST","MN0031","POINT (-73.984556 40.715411)","PITT ST",-73.984556,40.715411,10002
"18",1508,"GRAND ST","MN0032","POINT (-73.981456 40.714516)","KAZAN ST",-73.981456,40.714516,10002
"19",1509,"GRAND ST","MN0034","POINT (-73.977907 40.71325)","FDR DR",-73.977907,40.71325,10002
"20",1510,"GRAND ST","MN0035","POINT (-73.978193 40.713563)","FDR DR",-73.978193,40.713563,10002
"21",1511,"AV A","MN0036","POINT (-73.985035 40.723834)","E 3 ST",-73.985035,40.723834,10009
"22",1512,"1 AV","MN0037","POINT (-73.988258 40.723429)","E 1 ST",-73.988258,40.723429,10009
"23",1513,"1 AV","MN0040","POINT (-73.982282 40.731525)","E 14 ST",-73.982282,40.731525,10003
"24",1514,"1 AV","MN0041","POINT (-73.981133 40.733105)","E 17 ST",-73.981133,40.733105,10003
"25",1515,"1 AV","MN0042","POINT (-73.97953 40.735304)","E 20 ST",-73.97953,40.735304,10010
"26",1516,"E 20 ST","MN0043","POINT (-73.978642 40.734614)","1 AV",-73.978642,40.734614,10010
"27",1517,"1 AV","MN0044","POINT (-73.978044 40.73734600000001)","E 23 ST",-73.978044,40.737346,10010
"28",1518,"E 23 ST","MN0045","POINT (-73.979064 40.737226)","1 AV",-73.979064,40.737226,10010
"29",1519,"1 AV","MN0048","POINT (-73.976856 40.738963)","E 26 ST",-73.976856,40.738963,10016
"30",1520,"E 42 ST","MN0052","POINT (-73.970515 40.749219000000004)","1 AV",-73.970515,40.749219,10017
"31",1521,"1 AV","MN0053","POINT (-73.969341 40.749211)","E 42 ST",-73.969341,40.749211,10017
"32",1522,"1 AV","MN0054","POINT (-73.968391 40.750595)","E 45 ST",-73.968391,40.750595,10017
"33",1523,"1 AV","MN0057","POINT (-73.966189 40.753602)","MITCHELL PL",-73.966189,40.753602,10022
"34",1524,"E 49 ST","MN0058","POINT (-73.967047 40.753497)","1 AV",-73.967047,40.753497,10017
"35",1525,"1 AV","MN0059","POINT (-73.959317 40.763024)","E 64 ST",-73.959317,40.763024,10065
"36",1526,"1 AV","MN0061","POINT (-73.963507 40.757283)","E 55 ST",-73.963507,40.757283,10022
"37",1527,"1 AV","MN0062","POINT (-73.962623 40.758493)","E 57 ST",-73.962623,40.758493,10022
"38",1528,"1 AV","MN0067","POINT (-73.957881 40.764996)","E 67 ST",-73.957881,40.764996,10065
"39",1529,"1 AV","MN0068","POINT (-73.955691 40.768014)","E 72 ST",-73.955691,40.768014,10021
"40",1530,"E 72 ST","MN0069","POINT (-73.95627 40.768021)","1 AV",-73.95627,40.768021,10021
"41",1531,"1 AV","MN0070","POINT (-73.95215 40.77285)","E 79 St",-73.95215,40.77285,10075
"42",1532,"E 79 ST","MN0071","POINT (-73.952397 40.772326)","1 AV",-73.952397,40.772326,10075
"43",1533,"1 AV","MN0074","POINT (-73.94763400000001 40.779036)","E 89 ST",-73.947634,40.779036,10128
"44",1534,"1 AV","MN0075","POINT (-73.945841 40.781452)","E 93 ST",-73.945841,40.781452,10128
"45",1535,"YORK AV","MN0077","POINT (-73.947031 40.776262)","E 86 ST",-73.947031,40.776262,10028
"46",1536,"YORK AV","MN0078","POINT (-73.949271 40.7732)","E 82 ST",-73.949271,40.7732,10028
"47",1537,"YORK AV","MN0079","POINT (-73.950765 40.77115)","E 79 ST",-73.950765,40.77115,10075
"48",1538,"E 79 ST","MN0080","POINT (-73.950665 40.771595)","YORK AV",-73.950665,40.771595,10075
"49",1539,"E 79 ST","MN0082","POINT (-73.948311 40.770601)","EAST END AV",-73.948311,40.770601,10075
"50",1540,"YORK AVE","MN0083","POINT (-73.952539 40.768357)","@ E 74TH ST",-73.952539,40.768357,10021
"51",1541,"YORK AV","MN0084","POINT (-73.95404000000002 40.766662)","E 72 ST",-73.95404,40.766662,10021
"52",1542,"YORK AV","MN0085","POINT (-73.953426 40.7671)","E 72 ST",-73.953426,40.7671,10021
"53",1543,"E 72 ST","MN0086","POINT (-73.954025 40.766868)","YORK AV",-73.954025,40.766868,10021
"54",1544,"YORK AV","MN0089","POINT (-73.955164 40.76512)","E 69 ST",-73.955164,40.76512,10021
"55",1545,"E 97 ST","MN0091","POINT (-73.946288 40.7849)","2 AV",-73.946288,40.7849,10029
"56",1546,"2 AV","MN0092","POINT (-73.946589 40.785189)","E 97 ST",-73.946589,40.785189,10029
"57",1547,"E 96 ST","MN0093","POINT (-73.947414 40.784504)","2 AV",-73.947414,40.784504,10128
"58",1548,"2 AV","MN0097","POINT (-73.94840600000002 40.782671)","E 94 ST",-73.948406,40.782671,10128
"59",1549,"ST NICHOLAS AV","MN01000","POINT (-73.929955 40.854695)","W 190 ST",-73.929955,40.854695,10040
"60",1550,"BROADWAY","MN01001","POINT (-73.944547 40.834202)","W 157 ST",-73.944547,40.834202,10032
"61",1551,"3 AV","MN01002","POINT (-73.94616 40.789307)","E 102 ST",-73.94616,40.789307,10029
"62",1552,"3 AV","MN01005","POINT (-73.944332 40.79182)","E 106 ST",-73.944332,40.79182,10029
"63",1553,"ADAM CLAYTON POWELL BLVD","MN01006","POINT (-73.952176 40.803386)","W 116 ST",-73.952176,40.803386,10026
"64",1554,"W 116 ST","MN01007","POINT (-73.952078 40.802923)","ADAM CLAYTON POWELL BLVD",-73.952078,40.802923,10026
"65",1555,"FREDERICK DOUGLASS BLVD","MN01009","POINT (-73.955667 40.80419)","W 116 ST",-73.955667,40.80419,10026
"66",1556,"2 AV","MN0101","POINT (-73.953924 40.775101)","E 82 ST",-73.953924,40.775101,10028
"67",1557,"BROADWAY","MN01010","POINT (-73.942939 40.837042)","W 162 ST",-73.942939,40.837042,10032
"68",1558,"5 AV","MN01014","POINT (-73.94674 40.800486)","W 116 ST",-73.94674,40.800486,10026
"69",1559,"2 AV","MN01016","POINT (-73.942834 40.790278)","E 106 ST",-73.942834,40.790278,10029
"70",1560,"MADISON AV","MN01017","POINT (-73.940374 40.805964)","E 125 ST",-73.940374,40.805964,10035
"71",1561,"2 AV","MN0102","POINT (-73.955382 40.773091)","E 79 ST",-73.955382,40.773091,10075
"72",1562,"BROADWAY","MN01020","POINT (-73.939014 40.843441)","W 171 ST",-73.939014,40.843441,10032
"73",1563,"E 97 ST","MN01023","POINT (-73.945008 40.784343)","1 AV",-73.945008,40.784343,10029
"74",1564,"E 14 ST","MN01025","POINT (-73.993108 40.735681)","5 AV",-73.993108,40.735681,10003
"75",1565,"E 14 ST","MN01027","POINT (-73.9875 40.733521)","3 AV",-73.9875,40.733521,10003
"76",1566,"AV A","MN01029","POINT (-73.9815 40.72867)","E 11 ST",-73.9815,40.72867,10009
"77",1567,"E 79 ST","MN0103","POINT (-73.955293 40.77354)","2 AV",-73.955293,40.77354,10075
"78",1568,"AMSTERDAM AV","MN01031","POINT (-73.935393 40.842153)","W 172 ST",-73.935393,40.842153,10032
"79",1569,"8 AV","MN01033","POINT (-73.998178 40.74548)","W 23 ST",-73.998178,40.74548,10011
"80",1570,"8 AV","MN01034","POINT (-73.984892 40.763717)","W 52 ST",-73.984892,40.763717,10019
"81",1571,"E HOUSTON ST","MN01035","POINT (-73.990536 40.723352)","@ FORSYTH ST",-73.990536,40.723352,10002
"82",1572,"E 135 ST","MN01037","POINT (-73.937407 40.812525)","5 AV",-73.937407,40.812525,10037
"83",1573,"W 116 ST","MN01038","POINT (-73.955732 40.804445)","FREDERICK DOUGLASS BLVD",-73.955732,40.804445,10026
"84",1574,"COLUMBUS AV","MN01039","POINT (-73.961316 40.801571)","W 110 ST",-73.961316,40.801571,10025
"85",1575,"AMSTERDAM AV","MN01040","POINT (-73.964064 40.802483)","W 109 ST",-73.964064,40.802483,10025
"86",1576,"W 96TH ST","MN01042","POINT (-73.970161 40.793855)","@ AMSTERDAM AVE",-73.970161,40.793855,10025
"87",1577,"BROADWAY","MN01043","POINT (-73.943867 40.835774)","W 160 ST",-73.943867,40.835774,10032
"88",1578,"W 135 ST","MN01047","POINT (-73.955559 40.820426)","BROADWAY",-73.955559,40.820426,10031
"89",1579,"W 110 ST","MN01048","POINT (-73.958942 40.801006)","FREDERICK DOUGLASS BLVD",-73.958942,40.801006,10026
"90",1580,"EDWARD MORGAN PL","MN01049","POINT (-73.945581 40.834582)","W 157 ST",-73.945581,40.834582,10032
"91",1581,"W 96 ST","MN01050","POINT (-73.970033 40.794031)","AMSTERDAM AV",-73.970033,40.794031,10025
"92",1582,"COLUMBUS AV","MN01052","POINT (-73.967338 40.793313)","W 97 ST",-73.967338,40.793313,10025
"93",1583,"BROADWAY","MN01053","POINT (-73.950488 40.826715)","W 145 ST",-73.950488,40.826715,10031
"94",1584,"AMSTERDAM AV","MN01058","POINT (-73.966385 40.79931)","W 104 ST",-73.966385,40.79931,10025
"95",1585,"W 34 ST","MN01060","POINT (-73.995985 40.753353)","9 AV",-73.995985,40.753353,10001
"96",1586,"AMSTERDAM AV","MN01062","POINT (-73.95807100000002 40.811105)","W 123 ST",-73.958071,40.811105,10027
"97",1587,"W 146 ST","MN01063","POINT (-73.93605 40.821187)","MALCOLM X BLVD",-73.93605,40.821187,10039
"98",1588,"WEST END AV","MN01064","POINT (-73.986331 40.777525)","W 69 ST",-73.986331,40.777525,10023
"99",1589,"W 96 ST","MN01065","POINT (-73.972165 40.794706)","WEST END AV",-73.972165,40.794706,10025
"100",1590,"SOUTH END AV","MN01066","POINT (-74.016438 40.709643)","ALBANY ST",-74.016438,40.709643,10280
"101",1591,"W THAMES ST","MN01068","POINT (-74.017108 40.708452)","SOUTH END AV",-74.017108,40.708452,10280
"102",1592,"E 72 ST","MN0107","POINT (-73.958676 40.768813)","2 AV",-73.958676,40.768813,10021
"103",1593,"W 42 ST","MN01070","POINT (-73.995767 40.759881)","10 AV",-73.995767,40.759881,10036
"104",1594,"WATER ST","MN01074","POINT (-74.006383 40.706016)","MAIDEN LANE",-74.006383,40.706016,10005
"105",1595,"WATER ST","MN01075","POINT (-74.009351 40.70398500000001)","HANOVER SQ",-74.009351,40.703985,10005
"106",1596,"MADISON ST","MN01076","POINT (-73.984655 40.713026)","MONTGOMERY ST",-73.984655,40.713026,10002
"107",1597,"MADISON ST","MN01077","POINT (-73.986483 40.712858)","CLINTON ST",-73.986483,40.712858,10002
"108",1598,"AV C","MN01079","POINT (-73.979467 40.723087)","E 5 ST",-73.979467,40.723087,10009
"109",1599,"E 72 ST","MN0108","POINT (-73.958667 40.769003)","2 AV",-73.958667,40.769003,10021
"110",1600,"AV D","MN01080","POINT (-73.97833 40.720377)","E HOUSTON ST",-73.97833,40.720377,10009
"111",1601,"W 50 ST","MN01083","POINT (-73.994861 40.765902)","11 AV",-73.994861,40.765902,10019
"112",1602,"W 23 ST","MN01084","POINT (-73.996099 40.744393)","7 AV",-73.996099,40.744393,10011
"113",1603,"MADISON AV","MN01085","POINT (-73.950469 40.792115)","E 104 ST",-73.950469,40.792115,10029
"114",1604,"MADISON AV","MN01086","POINT (-73.949529 40.793388)","E 106 ST",-73.949529,40.793388,10029
"115",1605,"E 116 ST","MN01088","POINT (-73.945174 40.800239)","MADISON AV",-73.945174,40.800239,10029
"116",1606,"E 116 ST","MN01089","POINT (-73.946164 40.800658)","5 AV",-73.946164,40.800658,10029
"117",1607,"MADISON AV","MN01090","POINT (-73.945847 40.798439)","E 114 ST",-73.945847,40.798439,10029
"118",1608,"MADISON AV","MN01091","POINT (-73.939448 40.807233)","E 127 ST",-73.939448,40.807233,10035
"119",1609,"E 116 ST","MN01092","POINT (-73.942829 40.799248)","PARK AV",-73.942829,40.799248,10029
"120",1610,"E 10 ST","MN01093","POINT (-73.975629 40.725168)","AV D",-73.975629,40.725168,10009
"121",1611,"1 AV","MN01096","POINT (-73.943024 40.785346)","E 99 ST",-73.943024,40.785346,10029
"122",1612,"1 AV","MN01097","POINT (-73.941564 40.787357)","E 102 ST",-73.941564,40.787357,10029
"123",1613,"1 AV","MN01098","POINT (-73.937282 40.793212)","E 111 ST",-73.937282,40.793212,10029
"124",1614,"E 116 ST","MN01099","POINT (-73.938086 40.797251)","2 AV",-73.938086,40.797251,10029
"125",1615,"2 AV","MN0110","POINT (-73.960501 40.766086)","E 68 ST",-73.960501,40.766086,10065
"126",1616,"MADISON AV","MN01102","POINT (-73.951831 40.790204)","E 101 ST",-73.951831,40.790204,10029
"127",1617,"MADISON AV","MN01103","POINT (-73.951025 40.79133)","E 102 ST",-73.951025,40.79133,10029
"128",1618,"2 AV","MN01105","POINT (-73.933917 40.802499)","E 125 ST",-73.933917,40.802499,10035
"129",1619,"FT GEORGE AV","MN01106","POINT (-73.927983 40.85707)","FT GEORGE HILL",-73.927983,40.85707,10040
"130",1620,"AMSTERDAM AV","MN01108","POINT (-73.935342 40.841814)","W 171 ST",-73.935342,40.841814,10032
"131",1621,"BROADWAY","MN01109","POINT (-73.933524 40.855098)","W 189 ST",-73.933524,40.855098,10040
"132",1622,"BROADWAY","MN01110","POINT (-73.939848 40.841283000000004)","W 168 ST",-73.939848,40.841283,10032
"133",1623,"BROADWAY","MN01112","POINT (-73.942061 40.838253)","W 164 ST",-73.942061,40.838253,10032
"134",1624,"E 23 ST","MN01113","POINT (-73.98133400000002 40.738174)","2 AV",-73.981334,40.738174,10010
"135",1625,"DELANCEY ST","MN01116","POINT (-73.980305 40.716474)","COLUMBIA ST",-73.980305,40.716474,10002
"136",1626,"BROADWAY","MN01117","POINT (-73.931398 40.85952100000001)","BENNETT AV",-73.931398,40.859521,10040
"137",1627,"BROADWAY","MN01118","POINT (-73.931579 40.858472)","W 193 ST",-73.931579,40.858472,10040
"138",1628,"FT WASHINGTON AV","MN01119","POINT (-73.940883 40.844263)","W 171 ST",-73.940883,40.844263,10032
"139",1629,"2 AV","MN0112","POINT (-73.9623 40.763614)","E 64 ST",-73.9623,40.763614,10065
"140",1630,"BROADWAY","MN01120","POINT (-73.939214 40.843755)","W 172 ST",-73.939214,40.843755,10032
"141",1631,"BROADWAY","MN01122","POINT (-73.914343 40.870861)","W 218 ST",-73.914343,40.870861,10034
"142",1632,"COLUMBUS AV","MN01123","POINT (-73.96878 40.791345)","W 94 ST",-73.96878,40.791345,10025
"143",1633,"10 AV","MN01127","POINT (-73.993809 40.76172)","W 45 ST",-73.993809,40.76172,10036
"144",1634,"W 57 ST","MN01128","POINT (-73.985999 40.768146)","9 AV",-73.985999,40.768146,10019
"145",1635,"W 14 ST","MN01129","POINT (-74.002919 40.740017)","8 AV",-74.002919,40.740017,10011
"146",1636,"2 AV","MN0113","POINT (-73.968814 40.754717)","E 50 ST",-73.968814,40.754717,10022
"147",1637,"9 AV","MN01130","POINT (-73.996624 40.753183)","W 34 ST",-73.996624,40.753183,10001
"148",1638,"10 AV","MN01131","POINT (-74.004841 40.74657400000001)","W 21 ST",-74.004841,40.746574,10011
"149",1639,"10 AV","MN01132","POINT (-74.002006 40.750422)","W 27 ST",-74.002006,40.750422,10001
"150",1640,"E 23 ST","MN01133","POINT (-73.978193 40.73663)","1 AV",-73.978193,40.73663,10010
"151",1641,"HUDSON ST","MN01134","POINT (-74.00591 40.73544)","PERRY ST",-74.00591,40.73544,10014
"152",1642,"10 AV","MN01136","POINT (-74.003877 40.747852)","W 23 ST",-74.003877,40.747852,10011
"153",1643,"W 42 ST","MN01137","POINT (-73.992386 40.758213)","9 AV",-73.992386,40.758213,10036
"154",1644,"W 96 ST","MN01138","POINT (-73.96728 40.792645)","COLUMBUS AV",-73.96728,40.792645,10025
"155",1645,"COLUMBUS AV","MN01139","POINT (-73.973407 40.785)","W 84 ST",-73.973407,40.785,10024
"156",1646,"2 AV","MN0114","POINT (-73.963805 40.761582)","E 61 ST",-73.963805,40.761582,10065
"157",1647,"10 AV","MN01141","POINT (-73.994755 40.760429)","W 42 ST",-73.994755,40.760429,10036
"158",1648,"BOWERY","MN01142","POINT (-73.993466 40.722239)","PRINCE ST",-73.993466,40.722239,10012
"159",1649,"AV C","MN01143","POINT (-73.978612 40.724252)","E 7 ST",-73.978612,40.724252,10009
"160",1650,"E HOUSTON ST","MN01144","POINT (-73.978409 40.719632)","Columbia St",-73.978409,40.719632,10002
"161",1651,"W HOUSTON ST","MN01145","POINT (-73.999719 40.726652)","W BROADWAY",-73.999719,40.726652,10012
"162",1652,"AMSTERDAM AV","MN01146","POINT (-73.954403 40.816135)","W 131 ST",-73.954403,40.816135,10027
"163",1653,"FT WASHINGTON AV","MN01147","POINT (-73.93727500000001 40.853564)","W 185 ST",-73.937275,40.853564,10033
"164",1654,"BROADWAY","MN01148","POINT (-73.9824 40.775272)","W 68 ST",-73.9824,40.775272,10023
"165",1655,"AV D","MN01149","POINT (-73.977124 40.722019)","E 5 ST",-73.977124,40.722019,10009
"166",1656,"W 66 ST","MN01150","POINT (-73.982693 40.774115)","BROADWAY",-73.982693,40.774115,10023
"167",1657,"W 66 ST","MN01151","POINT (-73.981304 40.773523)","COLUMBUS AV",-73.981304,40.773523,10023
"168",1658,"W 72 ST","MN01152","POINT (-73.982553 40.778881)","BROADWAY",-73.982553,40.778881,10023
"169",1659,"COLUMBUS AV","MN01153","POINT (-73.971057 40.788221)","W 89 ST",-73.971057,40.788221,10024
"170",1660,"E 72 ST","MN01156","POINT (-73.955697 40.767572)","1 AV",-73.955697,40.767572,10021
"171",1661,"BOWERY","MN01159","POINT (-73.996565 40.715146)","BAYARD ST",-73.996565,40.715146,10002
"172",1662,"YORK AV","MN01160","POINT (-73.957551 40.761414)","E 63 ST",-73.957551,40.761414,10065
"173",1663,"YORK AV","MN01161","POINT (-73.951606 40.769589)","E 76 ST",-73.951606,40.769589,10075
"174",1664,"6 AV","MN01166","POINT (-74.005119 40.722416)","CANAL ST",-74.005119,40.722416,10013
"175",1665,"E HOUSTON ST","MN01167","POINT (-73.991512 40.723962)","2 AV",-73.991512,40.723962,10002
"176",1666,"E HOUSTON ST","MN01168","POINT (-73.984017 40.721685)","AV B",-73.984017,40.721685,10002
"177",1667,"2 AV","MN0117","POINT (-73.966982 40.757219)","E 54 ST",-73.966982,40.757219,10022
"178",1668,"YORK AV","MN01171","POINT (-73.956198 40.763257)","E 66 ST",-73.956198,40.763257,10065
"179",1669,"YORK AV","MN01172","POINT (-73.950093 40.77166)","E 79 ST",-73.950093,40.77166,10075
"180",1670,"YORK AV","MN01173","POINT (-73.948714 40.773534)","E 82 ST",-73.948714,40.773534,10028
"181",1671,"YORK AV","MN01174","POINT (-73.946448 40.777069)","E 88 ST",-73.946448,40.777069,10128
"182",1672,"YORK AV","MN01175","POINT (-73.94837100000001 40.774431)","E 84 ST",-73.948371,40.774431,10028
"183",1673,"YORK AV","MN01176","POINT (-73.951657 40.769926)","E 77 ST",-73.951657,40.769926,10075
"184",1674,"LEXINGTON AV","MN01177","POINT (-73.949994 40.787354)","E 98 ST",-73.949994,40.787354,10029
"185",1675,"E 57 ST","MN0118","POINT (-73.965533 40.759521)","2 AV",-73.965533,40.759521,10022
"186",1676,"10 AV","MN01180","POINT (-73.990441 40.766333)","W 53 ST",-73.990441,40.766333,10019
"187",1677,"CHURCH ST","MN01181","POINT (-74.007646 40.715132)","CHAMBERS  ST",-74.007646,40.715132,10007
"188",1678,"5 AV","MN01182","POINT (-73.988472 40.743288)","W 26 ST",-73.988472,40.743288,10010
"189",1679,"W 86 ST","MN01185","POINT (-73.974663 40.787653)","AMSTERDAM AV",-73.974663,40.787653,10024
