"","RegionName","X2017.01","X2017.02","X2017.03","X2017.04","X2017.05","X2017.06","X2017.07","X2017.08","X2017.09","X2017.10","X2017.11","X2017.12","type","region","avg","room","priceperroom"
"1",10025,3000,2995,3032.5,2995,2975,2900,2900,3000,3025,3000,2928.5,3014,"OneBedroom","10025",2980,1,2980
"2",10023,3200,3272.5,3255,3300,3300,3300,3300,3297.5,3280.5,3295,3300,3300,"OneBedroom","10023",3283,1,3283
"3",10002,2500,2650,2597.5,2600,2650,2600,2600,2597.5,2575,2500,2500,2500,"OneBedroom","10002",2572,1,2572
"4",10016,3314,3353,3400,3400,3400,3396.5,3400,3442.5,3425,3400,3318,3314,"OneBedroom","10016",3380,1,3380
"5",10009,2750,2850,2800,2800,2850,2845,2800,2800,2800,2795,2695,2699.5,"OneBedroom","10009",2790,1,2790
"6",10011,3595,3794,3795,3800,3850,3759,3678.5,3725,3725,3750,3754,3700,"OneBedroom","10011",3743,1,3743
"7",10128,2595,2672,2695,2695,2600,2600,2670,2725,2750,2700,2700,2675,"OneBedroom","10128",2673,1,2673
"8",10003,3350,3400,3300,3300,3295,3200,3200,3250,3300,3285,3300,3350,"OneBedroom","10003",3294,1,3294
"9",10024,2995,2933,2950,2915,2900,2924,2900,2995,2995,2962.5,2933,2850,"OneBedroom","10024",2937,1,2937
"10",10019,3350,3397,3379,3395,3450,3453,3450,3452,3441,3405,3397,3386,"OneBedroom","10019",3412,1,3412
"11",10028,2625,2600,2625,2600,2625,2700,2650,2575,2600,2550,2600,2594,"OneBedroom","10028",2612,1,2612
"12",10027,2250,2200,2200,2100,2137.5,2150,2150,2095,2100,2100,2125,2050,"OneBedroom","10027",2138,1,2138
"13",10021,2850,2900,2900,2810,2810,2800,2797,2795,2830,2795,2795,2850,"OneBedroom","10021",2827,1,2827
"14",10032,1750,1725,1735,1750,1750,1775,1750,1725,1745,1775,1750,1750,"OneBedroom","10032",1748,1,1748
"15",10031,1797,1750,1750,1750,1750,1750,1812.5,1800,1750,1750,1795,1837.5,"OneBedroom","10031",1774,1,1774
"16",10014,3395,3400,3450,3400,3500,3500,3500,3500,3495,3400,3300,3318,"OneBedroom","10014",3429,1,3429
"17",10033,1800,1750,1720.5,1750,1787,1800,1800,1800,1762.5,1700,1695,1700,"OneBedroom","10033",1755,1,1755
"18",10036,3200,3200,3200,3190,3200,3200,3200,3200,3195,3200,3200,3200,"OneBedroom","10036",3198,1,3198
"19",10010,3400,3495,3500,3500,3497,3400,3400,3514,3500,3496,3400,3350,"OneBedroom","10010",3454,1,3454
"20",11106,2000,1895,1900,1950,1950,1950,1900,1995,1975,1899,1857.5,1850,"OneBedroom","11106",1926,1,1926
"21",10022,3195,3136,3200,3250,3219,3300,3200,3000,3130.5,3200,3175,3175,"OneBedroom","10022",3181,1,3181
"22",10065,3325,3325,3183,3295,3100,3375,3450,3112.5,3245,3177.5,3300,3390,"OneBedroom","10065",3273,1,3273
"23",10040,1549.5,1550,1525,1525,1550,1550,1600,1595,1575,1600,1575,1585,"OneBedroom","10040",1564,1,1564
"24",10034,1500,1500,1550,1550,1600,1600,1600,1575,1550,1550,1575,1550,"OneBedroom","10034",1558,1,1558
"25",10026,2271,2200,2200,2300,2172.5,2250,2350,2300,2225,2132.5,1999,1999.5,"OneBedroom","10026",2199,1,2199
"26",10013,3500,3550,3750,3772.5,3575,3500,3495,3712.5,3725,3795,3750,3695,"OneBedroom","10013",3651,1,3651
"27",11231,2500,2500,2500,2500,2550,2550,2500,2500,2500,2500,2600,2600,"OneBedroom","11231",2525,1,2525
"28",10035,1962.5,1997,1962.5,2116,2108,2097,2100,2038,1975,2150,2097.5,2000,"OneBedroom","10035",2050,1,2050
"29",10001,3785,3850,3860,3897.5,3910,3895,3958,3910,3910,3929,3875,3870,"OneBedroom","10001",3887,1,3887
"30",10075,2495,2500,2500,2497.5,2497.5,2500,2500,2500,2500,2450,2450,2450,"OneBedroom","10075",2486,1,2486
"31",10012,3000,3050,3000,3000,3000,3000,3000,3025,3000,2995,2996,2999.5,"OneBedroom","10012",3005,1,3005
"32",10030,1762.5,1750,1800,1825,1800,1800,1795,1775,1800,1750,1750,1700,"OneBedroom","10030",1775,1,1775
"33",10017,3050,3095,3200,3295,3300,3295,3147.5,3100,3187.5,3100,3082.5,3100,"OneBedroom","10017",3162,1,3162
"34",10039,1620,1672.5,1650,1654,1650,1650,1695,1695,1650,1700,1650,1795,"OneBedroom","10039",1673,1,1673
"35",10038,3344,3357.5,3372,3400,3412.5,3410,3395,3394,3460,3456,3470.5,3415,"OneBedroom","10038",3407,1,3407
"36",10037,1885,1775,1750,1750,1775,1800,1850,1850,1798,1795,1787,1800,"OneBedroom","10037",1801,1,1801
"37",10018,3487,3485,3514,3570,3570,3512,3503,3655,3695,3590,3570,3560,"OneBedroom","10018",3559,1,3559
"38",10005,3710,3778,3772,3616.5,3791,3800,3845,3860,3795,3795,3745,3775.5,"OneBedroom","10005",3773,1,3773
"39",10280,3150,3116,3095,3250,3363.5,3405,3345,3400,3300,3240,3208,3304,"OneBedroom","10280",3264,1,3264
"40",11109,2904,2950,2975,2990,3000,3005,3005,3020,3000,2950,2909,2899,"OneBedroom","11109",2967,1,2967
"41",10069,3680,3705,3675,3755,3817.5,3795,3655,3670,3792.5,3727.5,3775,3690,"OneBedroom","10069",3728,1,3728
"42",10007,4360,4295,4462.5,4395,4410,4425,4500,4500,4325,4300,4325,4493.5,"OneBedroom","10007",4399,1,4399
"43",10282,4195,4145,4197.5,4250,4214.5,4250,4250,4195,4175,4050,3985,3983.5,"OneBedroom","10282",4157,1,4157
"44",10006,3380,3475,3490,3495,3595,3500,3600,3550,3540,3415,3495,3480,"OneBedroom","10006",3501,1,3501
"45",10004,3797.5,3863,3795,3795,3797.5,3825,3800,3825,3795,3895,3828,3825,"OneBedroom","10004",3820,1,3820
"46",10025,3500,3500,3500,3500,3495,3400,3399,3395,3500,3500,3695,3500,"TwoBedroom","10025",3490,2,1745
"47",10023,4800,4900,4900,4900,4990,4950,4900,4850,5000,5087.5,5000,4950,"TwoBedroom","10023",4935,2,2467.5
"48",10002,3200,3300,3300,3300,3400,3425,3300,3295,3250,3220,3100,3100,"TwoBedroom","10002",3265,2,1632.5
"49",10016,4225,4295,4250,4272.5,4400,4250,4195,4200,4272.5,4300,4200,4295,"TwoBedroom","10016",4262,2,2131
"50",10009,3395,3382.5,3395,3490,3450,3395,3395,3390,3300,3252,3250,3254,"TwoBedroom","10009",3362,2,1681
"51",10011,4737.5,4795,4675,4800,4795,4550,4518.5,4697.5,4897.5,4950,4895,4857,"TwoBedroom","10011",4764,2,2382
"52",10128,3200,3300,3295,3200,3200,3150,3100,3272.5,3320,3320,3500,3695,"TwoBedroom","10128",3296,2,1648
"53",10003,3800,3800,3895,3895,3895,3895,3850,3895,3800,3750,3852.5,3895,"TwoBedroom","10003",3851,2,1925.5
"54",10024,4250,4362.5,4272.5,4195,4200,4195,4000,4100,4250,4200,4195,4295,"TwoBedroom","10024",4209,2,2104.5
"55",10019,4967,4930,4880,4875,4987.5,5000,4997.5,5000,5066,5016,5025,5025,"TwoBedroom","10019",4980,2,2490
"56",10028,2995,3200,3141,3141,3095,3195,3150,3099,3200,3097,3100,3100,"TwoBedroom","10028",3126,2,1563
"57",10027,2622,2625,2650,2697,2700,2750,2725,2700,2613,2572.5,2501,2500,"TwoBedroom","10027",2637,2,1318.5
"58",10021,3935,3997.5,3547.5,3595,3600,3495,3595,3872,3900,3675,4100,4000,"TwoBedroom","10021",3776,2,1888
"59",10032,2095,2050,2050,2100,2150,2150,2185,2122.5,2100,2100,2030.5,2000,"TwoBedroom","10032",2094,2,1047
"60",10031,2258.5,2291,2295.5,2300,2350,2300,2300,2291,2272.5,2245.5,2195,2100,"TwoBedroom","10031",2266,2,1133
"61",10014,4000,4197.5,4250,4206,4200,4097.5,4095,4100,4100,4100,4100,4000,"TwoBedroom","10014",4120,2,2060
"62",10033,2191,2250,2343.5,2300,2296,2300,2308,2292,2300,2343.5,2275,2245,"TwoBedroom","10033",2287,2,1143.5
"63",10036,3697.5,4000,4164,3900,4195,3695,3700,3800,4190,3950,3750,3900,"TwoBedroom","10036",3911,2,1955.5
"64",10010,4400,4400,4300,4343.5,4400,4250,4450,4445,4672.5,4550,4416.5,4395,"TwoBedroom","10010",4418,2,2209
"65",11106,2400,2300,2397,2400,2495,2495,2400,2400,2400,2350,2350,2325,"TwoBedroom","11106",2392,2,1196
"66",10022,4450,4395,4450,4250,4250,4250,3995,3925,4000,3995,3925,4000,"TwoBedroom","10022",4157,2,2078.5
"67",10040,1895,1910,1950,1975,2050,2200,2195,2108,2095,1970,2125,2000,"TwoBedroom","10040",2039,2,1019.5
"68",10034,2050,2050,2150,2150,2100,2100,2000,2100,2097.5,2073.5,2075,1995,"TwoBedroom","10034",2078,2,1039
"69",10026,2750,2752.5,2800,2800,2700,2750,2950,2895,2795,2924.5,2836,2795,"TwoBedroom","10026",2812,2,1406
"70",10013,4995,4995,5195,5195,5095,4995,5195,5060,4997,4895,4895,4900,"TwoBedroom","10013",5034,2,2517
"71",11231,3000,3275,3100,3400,3300,3200,3300,3200,3100,3200,3000,3000,"TwoBedroom","11231",3172,2,1586
"72",10035,2495,2300,2400,2412.5,2450,2450,2400,2400,2383,2499,2400,2400,"TwoBedroom","10035",2415,2,1207.5
"73",10001,4995,4993,4995,5395,5299.5,5000,5374.5,5625,5684,5479,5133.5,4787.5,"TwoBedroom","10001",5230,2,2615
"74",10075,3300,3300,3050,3300,3098,3200,3175,3225,3197.5,3075,3200,3022,"TwoBedroom","10075",3178,2,1589
"75",10012,4000,3995,3925,3900,3995,3900,3900,3800,3800,3800,3892.5,3875,"TwoBedroom","10012",3898,2,1949
"76",10030,2250,2172,2195,2195,2195,2195,2200,2300,2350,2300,2150,2130,"TwoBedroom","10030",2219,2,1109.5
"77",10017,3900,4081,4081,4100,3995,4200,4285,4200,4247.5,4062,3880,3650,"TwoBedroom","10017",4056,2,2028
"78",10038,4395,4395,4421,4622.5,4700,4650,4655,4397.5,4385,4375,4395,4395,"TwoBedroom","10038",4482,2,2241
"79",10037,2225,2150,2200,2200,2200,2200,2200,2262.5,2250,2225,2200,2212.5,"TwoBedroom","10037",2210,2,1105
"80",10018,4685,4615,4662.5,4420,4315,4325,4475,4587.5,4595,4615,4469,4600,"TwoBedroom","10018",4530,2,2265
"81",10005,5294,5497.5,5495,5495,5679.5,5925,5997.5,5695,5622.5,5359.5,5200,5256,"TwoBedroom","10005",5543,2,2771.5
"82",11109,4038.5,4123,4115.5,4108,4123,4148.5,4166,4281,4162,4041,4063,4036,"TwoBedroom","11109",4117,2,2058.5
"83",10007,7095,7495,7597.5,7310,7380,7350,6790,6615,6595,6400,6177.5,6595,"TwoBedroom","10007",6950,2,3475
"84",10282,6500,6500,6500,6597.5,6555,6600,6700,6597.5,6595,6495,6495,6495,"TwoBedroom","10282",6552,2,3276
"85",10006,4761,5047.5,5050,5222.5,5095,4867.5,4980,4900,4815,4900,4940,4795,"TwoBedroom","10006",4947,2,2473.5
"86",10004,5522.5,5430,5382,5350,5415,5350,5350,5350,5550,5595,5508.5,5495,"TwoBedroom","10004",5441,2,2720.5
"87",10025,4400,4500,4440,4385,4300,4250,4297.5,4449,4497,4400,4500,4447.5,"ThreeBedroom","10025",4405,3,1468.33
"88",10002,4650,4497.5,4495,4495,4495,4500,4500,4500,4400,4150,4400,4400,"ThreeBedroom","10002",4456,3,1485.33
"89",10016,5639,6000,6000,5745,5746,5785,5800,5800,5800,5746,5656.5,5650,"ThreeBedroom","10016",5780,3,1926.67
"90",10009,4350,4300,4495,4500,4500,4500,4500,4500,4495,4400,4200,4200,"ThreeBedroom","10009",4411,3,1470.33
"91",10011,5900,5795,5447.5,5712,6250,6137.5,6000,5995,5950,5825,5555,5747.5,"ThreeBedroom","10011",5859,3,1953
"92",10029,3425,3375,3300,3400,3472.5,3425,3450,3450,3224.5,3242.5,3000,3212.5,"ThreeBedroom","10029",3331,3,1110.33
"93",10128,4269,4497.5,4597.5,4495,4595,4300,4400,4400,4500,4500,4500,4625,"ThreeBedroom","10128",4473,3,1491
"94",10003,5000,5050,5150,5150,5100,5000,5195,5295,5197.5,5172.5,4995,5000,"ThreeBedroom","10003",5108,3,1702.67
"95",10024,7547.5,7500,7500,7500,7500,7497.5,7495,7500,7497.5,7250,7195,7172.5,"ThreeBedroom","10024",7429,3,2476.33
"96",10019,5500,5647.5,5395,5300,5270,5347.5,5300,5584,5695,5500,5262,5159,"ThreeBedroom","10019",5413,3,1804.33
"97",10027,3200,3254,3300,3300,3300,3322,3400,3300,3300,3181.5,3070,3147.5,"ThreeBedroom","10027",3256,3,1085.33
"98",10021,5747.5,6000,6000,5625,5397.5,5535,6000,5947,6247.5,6000,6407.5,5297.5,"ThreeBedroom","10021",5850,3,1950
"99",10032,2657,2697,2700,2700,2750,2800,2800,2800,2699.5,2600,2597.5,2595,"ThreeBedroom","10032",2699,3,899.67
"100",10031,2850,2795,2750,2772.5,2980,3000,3000,2979,2950,2925,2800,2795,"ThreeBedroom","10031",2883,3,961
"101",10014,6300,6000,6200,5995,6000,6199,6071,6000,5875,5950,5997.5,5900,"ThreeBedroom","10014",6040,3,2013.33
"102",10033,2500,2514,2520,2672.5,2654,2700,2750,2850,2700,2597.5,2400,2495,"ThreeBedroom","10033",2612,3,870.67
"103",10010,4900,5040,4895,4800,4600,4700,4797.5,5000,4900,5000,5233,5000,"ThreeBedroom","10010",4905,3,1635
"104",10065,8500,8600,8300,8625,8500,8950,8500,8100,9400,9300,9200,9100,"ThreeBedroom","10065",8756,3,2918.67
"105",10013,7147.5,7645,7595,7497.5,7547.5,7595,6795,6772.5,7595,7595,7995,7595,"ThreeBedroom","10013",7447,3,2482.33
"106",11231,4000,4400,4075,3850,4182.5,4200,4250,3925,3600,3595,3737.5,4350,"ThreeBedroom","11231",4013,3,1337.67
"107",10001,5295,5500,5000,5200,5195,4999.5,4999,4722.5,5516.5,5533,5325,5325,"ThreeBedroom","10001",5217,3,1739
"108",10012,5800,6125,6700,6650,6200,5697.5,5660,5750,5500,5650,6000,5700,"ThreeBedroom","10012",5952,3,1984
"109",10030,2650,2500,2550,2695,2695,2695,2695,2677.5,2722.5,2695,2654,2595,"ThreeBedroom","10030",2652,3,884
"110",10025,5000,5000,5000,5000,5000,5000,4950,5000,4947.5,5000,4950,4847.5,"FourBedroom","10025",4974,4,1243.5
"111",10031,3300,3450,3400,3400,3500,3495,3595,3400,3500,3400,3200,3300,"FourBedroom","10031",3411,4,852.75
"112",10025,2497.5,2500,2600,2600,2567,2508.5,2505,2510,2500,2500,2410.5,2577,"Studio","10025",2522,1,2522
"113",10023,2807.5,2800,2800,2800,2800,2755,2800,2755,2750,2765,2787.5,2765,"Studio","10023",2782,1,2782
"114",10002,2300,2600,2500,2500,2495,2300,2350,2349.5,2272.5,2225,2175,2250,"Studio","10002",2359,1,2359
"115",10016,2500,2600,2700,2795,2882.5,2825,2795,2696,2650,2675,2617.5,2662.5,"Studio","10016",2699,1,2699
"116",10009,2110,2195,2200,2175,2195,2200,2200,2180,2150,2100,1998,2022.5,"Studio","10009",2143,1,2143
"117",10011,2850,2900,2885,2912.5,2934,2950,2950,2933,2900,2850,2877,2850,"Studio","10011",2899,1,2899
"118",10029,2800,2725,2700,2700,2700,2800,2759.5,2800,2750,2775,2800,2800,"Studio","10029",2759,1,2759
"119",10128,2000,2000,2050,2095,2062.5,2100,2125,2095,2000,2050,2050,2112.5,"Studio","10128",2061,1,2061
"120",10003,2650,2700,2750,2750,2697.5,2650,2697,2650,2695,2650,2650,2650,"Studio","10003",2682,1,2682
"121",10024,2250,2300,2255,2275,2350,2350,2375,2395,2350,2300,2310,2395,"Studio","10024",2325,1,2325
"122",10019,2865,2912,2937.5,2950,2980.5,3000,3000,2950,2950,2905,2864,2889,"Studio","10019",2933,1,2933
"123",10028,2050,2100,2150,2140,2100,2150,2095,2095,2100,2050,1985,1975,"Studio","10028",2082,1,2082
"124",10027,2033.5,2185,2047.5,2000,1875,1837.5,1850,2050,1795,1750,1712.5,1872.5,"Studio","10027",1917,1,1917
"125",10021,2185,2400,2600,2500,2650,2500,2450,2262,2350,2285,2300,2200,"Studio","10021",2390,1,2390
"126",10032,1500,1525,1500,1550,1550,1595,1551.5,1550,1550,1595,1550,1513,"Studio","10032",1544,1,1544
"127",10031,1612.5,1657.5,1625,1665,1705,1699,1600,1599,1612.5,1615,1612.5,1600,"Studio","10031",1633,1,1633
"128",10014,3000,3000,3000,2995,2995,3000,3000,2995,2995,2995,2914.5,2943,"Studio","10014",2986,1,2986
"129",10036,2816,2845,2775,2800,2862,2862,2890,2850,2792.5,2800,2800,2800,"Studio","10036",2824,1,2824
"130",10010,2700,2750,2800,2900,2849.5,2800,2850,2800,2800,2700,2650,2756,"Studio","10010",2779,1,2779
"131",10022,2685,2666.5,2600,2650,2700,2700,2695,2619,2500,2500,2400,2450,"Studio","10022",2597,1,2597
"132",10065,2795,2778.5,2795,2900,2872.5,2638.5,2697.5,2597.5,2595,2600,2650,2685,"Studio","10065",2717,1,2717
"133",10026,1850,1850,2000,2000,2150,2200,2172.5,2150,2075,1945,1833,1833,"Studio","10026",2004,1,2004
"134",10013,4600,5399,5349.5,5400,5300,5350,5650,5297.5,5487.5,5000,5800,5800,"Studio","10013",5369,1,5369
"135",11231,2400,2625,2625,2600,2599.5,2600,2538,2538,2592.5,2711,2599.5,2625,"Studio","11231",2587,1,2587
"136",10035,1700,1997.5,1932.5,1895,1895,1925,2081.5,1937.5,1850,1850,1795,1795,"Studio","10035",1887,1,1887
"137",10001,2955,2950,3000,3030.5,2980,2987.5,3050,2970,3000,2953.5,2960,2940,"Studio","10001",2981,1,2981
"138",10075,1900,1900,1942.5,1950,1999,2075,2000,2000,2000,1995,1989.5,1984,"Studio","10075",1977,1,1977
"139",10012,2650,2750,2700,2750,2700,2645,2695,2787.5,2995,2850,2750,2725,"Studio","10012",2749,1,2749
"140",10017,2500,2500,2597,2600,2625,2695,2600,2584.5,2600,2550,2500,2499,"Studio","10017",2570,1,2570
"141",10038,2724,2764,2764.5,2750,2895,2925,2987.5,2985,2995,2929,2862.5,2850,"Studio","10038",2869,1,2869
"142",10037,1625.5,1600,1650,1650,1625,1655,1675,1655,1670,1626,1595,1597,"Studio","10037",1635,1,1635
"143",10018,2795,2777.5,2795,2825,2800,2780,2755,2899,2810,2855,2835,2750,"Studio","10018",2806,1,2806
"144",10005,2925,3025,3027,2945,3075,3125,3150,3142,3089,3094,3018,3025,"Studio","10005",3053,1,3053
"145",10280,3350,3350,3325,3250,3322.5,3380,3310,3395,3300,3220,3185,3200,"Studio","10280",3298,1,3298
"146",11109,2310,2357.5,2395,2411,2437.5,2500,2525,2502.5,2470,2275,2260,2237.5,"Studio","11109",2390,1,2390
"147",10069,2980,3075,3135,3300,3472.5,3500,3395,3295,3300,3165,3160,3075,"Studio","10069",3237,1,3237
"148",10006,2897.5,2995,2980,2995,2862.5,2850,2995,3020,2995,2950,2885,2900,"Studio","10006",2943,1,2943
"149",10004,3554,3650,3500,3500,3399,3300,3100,3400,3797.5,4200,4000,4000,"Studio","10004",3616,1,3616
